user_activity,user_category_pref,product_id,product_activity,product_category,product_price,product_views,product_purchases,product_rating,same_activity,same_category,score
running,Clothing,2,running,Clothing,29.99,210,60,4.2,1,1,0.8048
cycling,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.3219
skating,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.3192
running,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4154
running,Clothing,1,running,Footwear,99.99,320,85,4.5,1,0,0.7328
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2435
cycling,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.1719
cycling,Safety,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.6536
cycling,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2401
running,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2746
cycling,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.4134
cycling,Accessories,6,cycling,Safety,49.99,280,70,4.7,1,0,0.7116
running,Accessories,12,skating,Safety,44.99,155,40,4.5,0,0,0.2497
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.2341
running,Safety,1,running,Footwear,99.99,320,85,4.5,1,0,0.7507
running,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4091
running,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.1612
running,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.246
cycling,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1674
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2031
running,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.4603
running,Clothing,5,running,Accessories,19.99,130,35,3.9,1,0,0.6629
skating,Accessories,12,skating,Safety,44.99,155,40,4.5,1,0,0.6141
skating,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2689
cycling,Accessories,8,cycling,Accessories,12.99,160,45,4.0,1,1,0.9146
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6415
cycling,Safety,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.7611
running,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2903
skating,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.174
skating,Accessories,5,running,Accessories,19.99,130,35,3.9,0,1,0.4387
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2486
running,Accessories,5,running,Accessories,19.99,130,35,3.9,1,1,0.8655
skating,Accessories,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6337
cycling,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.2191
skating,Accessories,4,running,Accessories,15.99,150,40,3.8,0,1,0.3518
running,Clothing,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1901
running,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.3835
cycling,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.184
running,Safety,5,running,Accessories,19.99,130,35,3.9,1,0,0.6304
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.737
cycling,Footwear,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.6507
skating,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2272
skating,Clothing,11,skating,Safety,29.99,170,45,4.2,1,0,0.6482
skating,Safety,15,skating,Accessories,34.99,140,38,3.9,1,0,0.6603
skating,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2315
cycling,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.3933
skating,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2017
running,Safety,3,running,Clothing,9.99,180,95,4.0,1,0,0.6938
skating,Accessories,12,skating,Safety,44.99,155,40,4.5,1,0,0.6454
skating,Clothing,11,skating,Safety,29.99,170,45,4.2,1,0,0.62
cycling,Footwear,4,running,Accessories,15.99,150,40,3.8,0,0,0.234
cycling,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.1686
cycling,Safety,13,skating,Footwear,89.99,200,55,4.3,0,0,0.1991
cycling,Accessories,5,running,Accessories,19.99,130,35,3.9,0,1,0.4371
skating,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.4109
running,Safety,1,running,Footwear,99.99,320,85,4.5,1,0,0.7784
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2095
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2112
skating,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3086
cycling,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.2211
running,Clothing,4,running,Accessories,15.99,150,40,3.8,1,0,0.525
cycling,Safety,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.5547
cycling,Clothing,6,cycling,Safety,49.99,280,70,4.7,1,0,0.7501
skating,Clothing,13,skating,Footwear,89.99,200,55,4.3,1,0,0.5934
running,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.6149
skating,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2588
skating,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.5012
cycling,Accessories,4,running,Accessories,15.99,150,40,3.8,0,1,0.4901
running,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.3298
running,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.5341
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.7139
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.7047
running,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2916
running,Accessories,1,running,Footwear,99.99,320,85,4.5,1,0,0.7309
cycling,Clothing,1,running,Footwear,99.99,320,85,4.5,0,0,0.2644
skating,Footwear,11,skating,Safety,29.99,170,45,4.2,1,0,0.5851
skating,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.2128
skating,Accessories,5,running,Accessories,19.99,130,35,3.9,0,1,0.3925
running,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2308
skating,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.3678
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.6488
cycling,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.4174
skating,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.3274
skating,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2299
cycling,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2113
running,Clothing,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1647
cycling,Footwear,4,running,Accessories,15.99,150,40,3.8,0,0,0.1197
running,Clothing,4,running,Accessories,15.99,150,40,3.8,1,0,0.6089
skating,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2249
skating,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.5357
cycling,Footwear,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.685
skating,Accessories,13,skating,Footwear,89.99,200,55,4.3,1,0,0.5698
skating,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.3237
running,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2871
running,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.2421
running,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2182
cycling,Footwear,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.614
cycling,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.3944
running,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.2674
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.2952
cycling,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.3032
skating,Accessories,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2066
skating,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.3975
running,Footwear,5,running,Accessories,19.99,130,35,3.9,1,0,0.608
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1411
running,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2372
cycling,Clothing,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6796
skating,Safety,5,running,Accessories,19.99,130,35,3.9,0,0,0.1777
running,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.1823
cycling,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.2387
cycling,Accessories,4,running,Accessories,15.99,150,40,3.8,0,1,0.3864
running,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.1675
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.0564
skating,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.3316
running,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.3016
skating,Footwear,15,skating,Accessories,34.99,140,38,3.9,1,0,0.6836
cycling,Clothing,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6067
cycling,Accessories,8,cycling,Accessories,12.99,160,45,4.0,1,1,0.7994
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2234
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1501
cycling,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2361
skating,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2918
skating,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.3214
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.195
running,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2768
cycling,Safety,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.5871
cycling,Footwear,6,cycling,Safety,49.99,280,70,4.7,1,0,0.6457
cycling,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.4487
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.6479
cycling,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.4587
cycling,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.3858
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.8076
skating,Footwear,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5864
running,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2524
skating,Safety,13,skating,Footwear,89.99,200,55,4.3,1,0,0.5836
skating,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.2118
skating,Safety,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6652
cycling,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2368
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2154
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2039
cycling,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.3178
running,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.1479
cycling,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.1866
skating,Clothing,11,skating,Safety,29.99,170,45,4.2,1,0,0.6657
cycling,Footwear,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.5908
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2442
cycling,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.2652
skating,Footwear,1,running,Footwear,99.99,320,85,4.5,0,1,0.5153
skating,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.4602
cycling,Safety,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1192
running,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.4792
cycling,Accessories,4,running,Accessories,15.99,150,40,3.8,0,1,0.3763
cycling,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.2515
skating,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.472
skating,Safety,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.3109
running,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1787
cycling,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.2631
cycling,Safety,6,cycling,Safety,49.99,280,70,4.7,1,1,0.9084
running,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.4477
skating,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.2688
cycling,Safety,1,running,Footwear,99.99,320,85,4.5,0,0,0.2737
skating,Footwear,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5586
running,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.4048
skating,Clothing,11,skating,Safety,29.99,170,45,4.2,1,0,0.5724
skating,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.3409
cycling,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2218
running,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.5322
skating,Safety,12,skating,Safety,44.99,155,40,4.5,1,1,0.6949
skating,Accessories,12,skating,Safety,44.99,155,40,4.5,1,0,0.5625
cycling,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.291
skating,Clothing,1,running,Footwear,99.99,320,85,4.5,0,0,0.3949
cycling,Accessories,14,skating,Clothing,11.99,120,35,3.7,0,0,0.201
skating,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2256
skating,Accessories,12,skating,Safety,44.99,155,40,4.5,1,0,0.6039
running,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2692
running,Safety,3,running,Clothing,9.99,180,95,4.0,1,0,0.7007
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.22
cycling,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.1889
running,Safety,4,running,Accessories,15.99,150,40,3.8,1,0,0.5653
cycling,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.2191
cycling,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.5022
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2167
skating,Footwear,13,skating,Footwear,89.99,200,55,4.3,1,1,0.8084
cycling,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4114
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.1513
running,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3062
cycling,Safety,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1966
skating,Clothing,12,skating,Safety,44.99,155,40,4.5,1,0,0.604
skating,Clothing,12,skating,Safety,44.99,155,40,4.5,1,0,0.7727
running,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2684
skating,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2244
cycling,Safety,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.6097
skating,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2584
cycling,Accessories,5,running,Accessories,19.99,130,35,3.9,0,1,0.4067
cycling,Clothing,3,running,Clothing,9.99,180,95,4.0,0,1,0.4611
cycling,Accessories,14,skating,Clothing,11.99,120,35,3.7,0,0,0.246
skating,Accessories,12,skating,Safety,44.99,155,40,4.5,1,0,0.5796
skating,Clothing,4,running,Accessories,15.99,150,40,3.8,0,0,0.3067
running,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.28
cycling,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.1906
skating,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.5261
skating,Accessories,12,skating,Safety,44.99,155,40,4.5,1,0,0.6164
running,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3046
cycling,Safety,11,skating,Safety,29.99,170,45,4.2,0,1,0.4502
skating,Accessories,15,skating,Accessories,34.99,140,38,3.9,1,1,0.7582
cycling,Footwear,9,cycling,Clothing,59.99,240,65,4.4,1,0,0.6298
running,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.305
running,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2093
running,Clothing,5,running,Accessories,19.99,130,35,3.9,1,0,0.5808
running,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.1782
cycling,Clothing,14,skating,Clothing,11.99,120,35,3.7,0,1,0.4212
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.9161
skating,Footwear,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2336
cycling,Footwear,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.6322
skating,Clothing,12,skating,Safety,44.99,155,40,4.5,1,0,0.6836
skating,Safety,4,running,Accessories,15.99,150,40,3.8,0,0,0.209
skating,Accessories,12,skating,Safety,44.99,155,40,4.5,1,0,0.6356
skating,Footwear,15,skating,Accessories,34.99,140,38,3.9,1,0,0.5474
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6749
skating,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2526
running,Footwear,12,skating,Safety,44.99,155,40,4.5,0,0,0.2623
cycling,Clothing,10,cycling,Clothing,39.99,190,50,4.1,1,1,0.8904
cycling,Clothing,15,skating,Accessories,34.99,140,38,3.9,0,0,0.33
skating,Accessories,13,skating,Footwear,89.99,200,55,4.3,1,0,0.65
skating,Clothing,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6373
skating,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2107
cycling,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.2083
running,Clothing,3,running,Clothing,9.99,180,95,4.0,1,1,0.9499
skating,Footwear,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2387
running,Safety,5,running,Accessories,19.99,130,35,3.9,1,0,0.6094
skating,Accessories,3,running,Clothing,9.99,180,95,4.0,0,0,0.3989
running,Accessories,1,running,Footwear,99.99,320,85,4.5,1,0,0.6417
cycling,Safety,12,skating,Safety,44.99,155,40,4.5,0,1,0.47
running,Footwear,3,running,Clothing,9.99,180,95,4.0,1,0,0.7989
cycling,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.4151
skating,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.3234
skating,Accessories,2,running,Clothing,29.99,210,60,4.2,0,0,0.2296
skating,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3269
running,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.4609
running,Clothing,7,cycling,Clothing,24.99,200,55,4.3,0,1,0.4035
skating,Safety,2,running,Clothing,29.99,210,60,4.2,0,0,0.2348
cycling,Clothing,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2425
running,Accessories,6,cycling,Safety,49.99,280,70,4.7,0,0,0.3143
cycling,Accessories,4,running,Accessories,15.99,150,40,3.8,0,1,0.4011
skating,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2437
skating,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.2404
skating,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.3834
running,Clothing,1,running,Footwear,99.99,320,85,4.5,1,0,0.7728
skating,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2374
running,Safety,5,running,Accessories,19.99,130,35,3.9,1,0,0.6619
skating,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.3681
skating,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3119
skating,Safety,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2079
running,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.4207
skating,Clothing,6,cycling,Safety,49.99,280,70,4.7,0,0,0.2858
skating,Footwear,2,running,Clothing,29.99,210,60,4.2,0,0,0.2148
running,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2422
running,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.1671
skating,Clothing,14,skating,Clothing,11.99,120,35,3.7,1,1,0.8594
skating,Safety,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5768
running,Clothing,9,cycling,Clothing,59.99,240,65,4.4,0,1,0.4721
skating,Safety,11,skating,Safety,29.99,170,45,4.2,1,1,0.8402
running,Clothing,1,running,Footwear,99.99,320,85,4.5,1,0,0.6791
cycling,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.3213
running,Footwear,1,running,Footwear,99.99,320,85,4.5,1,1,0.8683
running,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3056
running,Clothing,15,skating,Accessories,34.99,140,38,3.9,0,0,0.1332
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6598
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.7505
cycling,Footwear,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.6035
skating,Footwear,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.2281
running,Footwear,13,skating,Footwear,89.99,200,55,4.3,0,1,0.4467
skating,Footwear,12,skating,Safety,44.99,155,40,4.5,1,0,0.622
running,Accessories,15,skating,Accessories,34.99,140,38,3.9,0,1,0.418
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.2255
skating,Accessories,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.2627
running,Accessories,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2765
cycling,Safety,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.674
skating,Footwear,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2174
running,Clothing,3,running,Clothing,9.99,180,95,4.0,1,1,0.9666
skating,Safety,13,skating,Footwear,89.99,200,55,4.3,1,0,0.716
skating,Accessories,11,skating,Safety,29.99,170,45,4.2,1,0,0.6194
running,Accessories,11,skating,Safety,29.99,170,45,4.2,0,0,0.1773
skating,Accessories,1,running,Footwear,99.99,320,85,4.5,0,0,0.3474
skating,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.454
running,Footwear,10,cycling,Clothing,39.99,190,50,4.1,0,0,0.1224
skating,Safety,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3044
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.1742
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.8085
cycling,Clothing,3,running,Clothing,9.99,180,95,4.0,0,1,0.5496
running,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.4405
cycling,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.4955
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.1782
skating,Safety,11,skating,Safety,29.99,170,45,4.2,1,1,0.8517
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.188
skating,Footwear,5,running,Accessories,19.99,130,35,3.9,0,0,0.2379
running,Clothing,12,skating,Safety,44.99,155,40,4.5,0,0,0.2438
skating,Safety,6,cycling,Safety,49.99,280,70,4.7,0,1,0.4402
cycling,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.2803
skating,Clothing,2,running,Clothing,29.99,210,60,4.2,0,1,0.4332
cycling,Footwear,15,skating,Accessories,34.99,140,38,3.9,0,0,0.2409
running,Accessories,8,cycling,Accessories,12.99,160,45,4.0,0,1,0.4479
cycling,Accessories,10,cycling,Clothing,39.99,190,50,4.1,1,0,0.7229
skating,Accessories,12,skating,Safety,44.99,155,40,4.5,1,0,0.6018
skating,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.4135
skating,Accessories,13,skating,Footwear,89.99,200,55,4.3,1,0,0.62
cycling,Safety,3,running,Clothing,9.99,180,95,4.0,0,0,0.3178
running,Accessories,4,running,Accessories,15.99,150,40,3.8,1,1,0.853
running,Safety,5,running,Accessories,19.99,130,35,3.9,1,0,0.5202
cycling,Clothing,11,skating,Safety,29.99,170,45,4.2,0,0,0.1733
skating,Accessories,15,skating,Accessories,34.99,140,38,3.9,1,1,0.7471
cycling,Safety,8,cycling,Accessories,12.99,160,45,4.0,1,0,0.677
cycling,Accessories,8,cycling,Accessories,12.99,160,45,4.0,1,1,0.915
skating,Footwear,3,running,Clothing,9.99,180,95,4.0,0,0,0.3278
skating,Footwear,14,skating,Clothing,11.99,120,35,3.7,1,0,0.5916
cycling,Clothing,15,skating,Accessories,34.99,140,38,3.9,0,0,0.204
skating,Clothing,5,running,Accessories,19.99,130,35,3.9,0,0,0.2591
skating,Footwear,12,skating,Safety,44.99,155,40,4.5,1,0,0.5666
running,Footwear,14,skating,Clothing,11.99,120,35,3.7,0,0,0.2119
skating,Footwear,14,skating,Clothing,11.99,120,35,3.7,1,0,0.6488
skating,Safety,13,skating,Footwear,89.99,200,55,4.3,1,0,0.6461
skating,Clothing,15,skating,Accessories,34.99,140,38,3.9,1,0,0.61
running,Accessories,9,cycling,Clothing,59.99,240,65,4.4,0,0,0.3121
skating,Safety,11,skating,Safety,29.99,170,45,4.2,1,1,0.6908
running,Accessories,7,cycling,Clothing,24.99,200,55,4.3,0,0,0.2874
running,Accessories,3,running,Clothing,9.99,180,95,4.0,1,0,0.7003
cycling,Footwear,7,cycling,Clothing,24.99,200,55,4.3,1,0,0.562
cycling,Footwear,11,skating,Safety,29.99,170,45,4.2,0,0,0.2516
running,Clothing,13,skating,Footwear,89.99,200,55,4.3,0,0,0.2897
skating,Clothing,8,cycling,Accessories,12.99,160,45,4.0,0,0,0.2226
running,Clothing,10,cycling,Clothing,39.99,190,50,4.1,0,1,0.4786
